friday,ret,spot_ratio,C_strike,P_strike,entry_spot,settle,selected_dc,selected_dp,window_idx
2026-02-06,0.0194,1.013558946393812,71000.0,68000.0,68583.5,69513.42,0.2,0.45,3
2026-02-13,-0.0023478508617832284,1.030327110632006,70000.0,68000.0,68646.5,70728.35,0.2,0.45,3
2026-02-20,0.010799999999999999,1.0067507158235856,69000.0,67500.0,67579.5,68035.71,0.2,0.45,3
2026-02-27,0.008807478435106006,1.015636757116697,67000.0,66000.0,66077.0,67110.23,0.2,0.45,4
2026-03-06,-0.003561512766419156,0.9828152398472804,70000.0,68500.0,68491.5,67314.49,0.2,0.45,4
2026-03-13,0.0103020401799229,0.9948777619263022,73500.0,71500.0,71847.5,71479.48,0.2,0.45,4
2026-03-20,0.0011549895754290889,0.9879311603277399,71500.0,69500.0,69872.5,69029.22,0.2,0.45,4
2026-03-27,0.0154,1.007933674241278,68000.0,66000.0,66098.0,66622.4,0.2,0.45,4
2026-04-03,0.005549999999999999,0.998780670257331,68000.0,66500.0,66840.0,66758.5,0.2,0.45,4
2026-04-10,-0.0014461148540330978,0.9897473043730208,74000.0,72500.0,72478.5,71735.4,0.2,0.45,4
2026-04-17,-0.021102674437300118,0.9667661352532786,79500.0,77500.0,77780.0,75195.07,0.2,0.45,4
2026-04-24,0.008275000000000001,0.9997012305662141,79000.0,78000.0,78053.5,78030.18,0.2,0.45,4
2026-05-01,0.005749990927032245,0.9996201321057867,79500.0,78500.0,78422.0,78392.21,0.2,0.45,4
2026-05-08,0.005549999999999999,1.0075786347926985,81000.0,80000.0,80149.0,80756.42,0.2,0.45,4
2026-05-15,-0.004066367075215364,0.9876035136501516,80500.0,79000.0,79120.0,78139.19,0.2,0.45,4
2026-05-22,0.003875,1.0003163121676573,77500.0,76500.0,76728.0,76752.27,0.2,0.45,4
2026-05-29,0.0054875,1.0008658255324923,75000.0,73500.0,73710.0,73773.82,0.2,0.45,4
2026-06-05,0.013734181385426389,1.0306854261036626,62000.0,60000.0,60378.5,62231.24,0.2,0.45,4
2026-06-12,0.008275000000000001,1.0121456438976812,65000.0,63500.0,63566.0,64338.05,0.2,0.45,4
2026-06-19,0.005207030378445946,1.0155707545676198,64000.0,63000.0,63162.0,64145.48,0.2,0.45,4
2026-06-26,0.0091,0.9975983869763274,61500.0,60000.0,60259.5,60114.78,0.2,0.45,4
2026-07-03,0.007925,1.0159570135746605,63000.0,62000.0,61880.0,62867.42,0.2,0.45,4
2026-07-10,0.0033758790107422656,0.9970898809709768,65000.0,64000.0,64018.0,63831.7,0.2,0.45,4
2026-07-17,-0.0020441063652005395,1.0200280686262142,64000.0,63500.0,63416.0,64686.1,0.2,0.45,4
2026-07-24,0.0064,1.003952820320672,65000.0,64000.0,64053.0,64306.19,0.2,0.45,4
2026-07-31,0.00695,1.01246698320233,63500.0,62500.0,62657.5,63438.65,0.2,0.45,4
2026-08-07,0.002406241153209316,0.9985646574645672,65500.0,65000.0,64876.5,64783.38,0.2,0.45,4
2026-08-14,0.005101070248941379,1.0010640225008343,63500.0,63000.0,62931.0,62997.96,0.2,0.45,4
2026-08-21,-0.0006371273721821353,0.9854128939494035,79000.0,77000.0,77199.0,76072.89,0.2,0.45,4
