friday,ret,is_loss,loss_type,spot_entry,spot_settle,spot_change_pct,call_strike,put_strike,intraday_swing_pct,intraday_min_pct,intraday_max_pct,description
2022-12-09,0.0089,False,Type 4: Choppy Loss / Volatility Mismatch,17175.0,17179.24,0.02468704512372799,17250.0,17000.0,0.6754002911208201,-0.47161572052402123,0.2037845705967989,微幅震荡但由于手续费或接近行权价产生小幅亏损
2022-12-16,0.0109,False,Type 4: Choppy Loss / Volatility Mismatch,16959.0,16752.87,-1.2154608172651793,17000.0,16750.0,1.4181260687540553,-2.0018869037089493,-0.583760834954894,微幅震荡但由于手续费或接近行权价产生小幅亏损
2022-12-23,0.0069,False,Type 4: Choppy Loss / Volatility Mismatch,16831.5,16825.45,-0.03594450880788358,17000.0,16750.0,0.442622463832687,-0.3059739179514631,0.13664854588122388,微幅震荡但由于手续费或接近行权价产生小幅亏损
2022-12-30,0.005075,False,Type 4: Choppy Loss / Volatility Mismatch,16543.0,16511.83,-0.1884180620201792,16750.0,16500.0,0.6014628543794864,-0.2417941123133649,0.35966874206612154,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-01-06,0.0054,False,Type 4: Choppy Loss / Volatility Mismatch,16837.0,16949.73,0.6695373285027006,17000.0,16750.0,0.9740452574686809,-0.16333075963651522,0.8107144978321656,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-01-13,-0.045390044350690884,True,Type 2: Upside Short Squeeze (Call Breached),19277.5,20725.72,7.512488652574256,19500.0,19000.0,9.744520814420966,-0.7080793671378594,9.036441447283106,"现货暴涨 +7.51% 冲破 Call 行权价 $19,500，空头踩踏导致深实值"
2023-01-20,-0.05961147955943066,True,Type 2: Upside Short Squeeze (Call Breached),21149.5,22907.63,8.312867916499211,21250.0,21000.0,9.3855646705596,0.7683396770609141,10.153904347620513,"现货暴涨 +8.31% 冲破 Call 行权价 $21,250，空头踩踏导致深实值"
2023-01-27,0.0129,False,Type 4: Choppy Loss / Volatility Mismatch,22937.0,23201.36,1.1525482844312762,23250.0,22750.0,1.329729258403467,0.05885686881457186,1.3885861272180389,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-02-03,0.0109,False,Type 4: Choppy Loss / Volatility Mismatch,23617.0,23386.49,-0.9760342126434285,24000.0,23250.0,0.9717576322140875,-1.3676588897827857,-0.3959012575686982,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-02-10,0.0104,False,Type 4: Choppy Loss / Volatility Mismatch,21659.5,21805.37,0.6734689166416619,22000.0,21500.0,1.5028047738867456,-0.5701886008448898,0.9326161730418558,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-02-17,0.0157013965776787,False,Type 2: Upside Short Squeeze (Call Breached),24151.5,24611.95,1.9065068422251308,24500.0,23750.0,3.111607974659958,-0.15941038858869883,2.952197586071259,"现货暴涨 +1.91% 冲破 Call 行权价 $24,500，空头踩踏导致深实值"
2023-02-24,0.0119,False,Type 4: Choppy Loss / Volatility Mismatch,23347.0,23173.67,-0.7424080181608006,23500.0,23000.0,1.3149441041675591,-1.76039748147514,-0.44545337730758083,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-03-03,0.0104,False,Type 4: Choppy Loss / Volatility Mismatch,22338.0,22383.86,0.20530038499417813,22500.0,22000.0,1.7100904288656182,-0.5864446235115062,1.123645805354112,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-03-10,0.009406487923844931,False,Type 2: Upside Short Squeeze (Call Breached),20008.5,20518.12,2.547017517555039,20500.0,19500.0,4.665517155209042,-0.867131469125626,3.7983856860834164,"现货暴涨 +2.55% 冲破 Call 行权价 $20,500，空头踩踏导致深实值"
2023-03-17,0.01754107357700998,False,Type 2: Upside Short Squeeze (Call Breached),26482.5,27046.22,2.1286509959407285,27000.0,26000.0,4.704993863872364,-0.07929764939110795,4.625696214481256,"现货暴涨 +2.13% 冲破 Call 行权价 $27,000，空头踩踏导致深实值"
2023-03-24,0.0184,False,Type 4: Choppy Loss / Volatility Mismatch,28061.0,27528.26,-1.8985068244182335,28500.0,27500.0,2.337764156658706,-3.0166423149566968,-0.6788781582979908,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-03-31,0.015899999999999997,False,Type 4: Choppy Loss / Volatility Mismatch,28512.5,28458.98,-0.1877071459886026,29000.0,28250.0,1.0802279701885076,-0.6856641823761556,0.394563787812352,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-04-07,0.0074,False,Type 4: Choppy Loss / Volatility Mismatch,27960.0,27917.48,-0.15207439198855477,28250.0,27750.0,0.9817596566523479,-0.30221745350500484,0.679542203147343,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-04-14,0.0139,False,Type 4: Choppy Loss / Volatility Mismatch,30261.0,30384.82,0.40917352367733084,30500.0,30000.0,1.0178117048346036,-0.27923730213806897,0.7385744026965346,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-04-21,0.008749610032280608,False,Type 1: Downside Tail Crash (Put Breached),28034.0,27694.6,-1.2106727545123874,28250.0,27750.0,2.9303702646786167,-2.9107512306485006,0.01961903403011611,"现货大跌 -1.21% 跌破 Put 行权价 $27,750，币本位负伽马与价值损失"
2023-04-28,0.0119,False,Type 4: Choppy Loss / Volatility Mismatch,29165.5,29293.5,0.4388746978450486,29500.0,28750.0,0.9737532358437218,-0.16629236598035835,0.8074608698633634,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-05-05,0.001713517827575499,False,Type 1: Downside Tail Crash (Put Breached),29392.0,28959.35,-1.471999183451289,29750.0,29250.0,3.67957267283614,-2.592542188350566,1.0870304844855738,"现货大跌 -1.47% 跌破 Put 行权价 $29,250，币本位负伽马与价值损失"
2023-05-12,-0.0003647736345977334,True,Type 2: Upside Short Squeeze (Call Breached),26316.0,26852.16,2.0373917008663867,26500.0,26000.0,2.3958808329533343,-0.07979936160510404,2.3160814713482303,"现货暴涨 +2.04% 冲破 Call 行权价 $26,500，空头踩踏导致深实值"
2023-05-19,0.012400000000000001,False,Type 4: Choppy Loss / Volatility Mismatch,26895.5,27074.08,0.6639772452640802,27250.0,26750.0,1.5169823948244177,-0.17660946998568905,1.3403729248387286,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-05-26,-0.0002211356342279626,True,Type 2: Upside Short Squeeze (Call Breached),26776.0,27216.95,1.6468105766358043,27000.0,26500.0,2.2594861069614613,-0.48177472363309937,1.777711383328362,"现货暴涨 +1.65% 冲破 Call 行权价 $27,000，空头踩踏导致深实值"
2023-06-02,0.009899999999999999,False,Type 4: Choppy Loss / Volatility Mismatch,27116.0,27145.13,0.10742734916655561,27250.0,27000.0,1.1045139401091641,-0.3171559227024612,0.787358017406703,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-06-09,-0.011189773545551566,True,Type 1: Downside Tail Crash (Put Breached),26492.5,25774.72,-2.709370576578274,26750.0,26250.0,3.6349910351986314,-3.5632726243276402,0.07171841087099118,"现货大跌 -2.71% 跌破 Put 行权价 $26,250，币本位负伽马与价值损失"
2023-06-16,-0.011773685942875558,True,Type 2: Upside Short Squeeze (Call Breached),25829.0,26599.11,2.981571102249414,26000.0,25500.0,2.8146656858569763,0.532347361492902,3.3470130473498783,"现货暴涨 +2.98% 冲破 Call 行权价 $26,000，空头踩踏导致深实值"
2023-06-23,0.015461168401880485,False,Type 1: Downside Tail Crash (Put Breached),31268.0,30724.36,-1.7386465395931916,31500.0,30750.0,2.6768581297172855,-2.6560701036203116,0.020788026096973944,"现货大跌 -1.74% 跌破 Put 行权价 $30,750，币本位负伽马与价值损失"
2023-06-30,0.00905449139067772,False,Type 2: Upside Short Squeeze (Call Breached),30072.5,30509.37,1.4527225870812233,30500.0,29750.0,0.8845290547842666,0.9876132679358163,1.8721423227200829,"现货暴涨 +1.45% 冲破 Call 行权价 $30,500，空头踩踏导致深实值"
2023-07-07,0.0114,False,Type 4: Choppy Loss / Volatility Mismatch,30410.5,30265.61,-0.47644727972245837,30750.0,30250.0,0.8516795185873227,-0.9618388385590482,-0.11015931997172546,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-07-14,-0.014463441299236254,True,Type 1: Downside Tail Crash (Put Breached),31270.5,30284.87,-3.1519483219008326,31750.0,31000.0,3.607233654722497,-3.685582258038722,-0.07834860331622506,"现货大跌 -3.15% 跌破 Put 行权价 $31,000，币本位负伽马与价值损失"
2023-07-21,0.009000000000000001,False,Type 4: Choppy Loss / Volatility Mismatch,29884.0,29903.56,0.06545308526302307,30000.0,29750.0,0.7261410788381828,-0.3496854504082436,0.3764556284299392,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-07-28,0.0072,False,Type 4: Choppy Loss / Volatility Mismatch,29404.5,29288.63,-0.3940553316669204,29500.0,29250.0,0.4591134010100473,-0.4625142410175309,-0.003400840007483641,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-08-04,0.0049,False,Type 4: Choppy Loss / Volatility Mismatch,29269.0,29054.75,-0.7320031432573759,29500.0,29000.0,1.0591410707574522,-1.1001400799480643,-0.04099900919061206,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-08-11,0.008199999999999999,False,Type 4: Choppy Loss / Volatility Mismatch,29364.0,29384.23,0.06889388366706495,29500.0,29250.0,0.48699087317803924,-0.180493120828229,0.30649775234981025,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-08-18,0.0164,False,Type 4: Choppy Loss / Volatility Mismatch,25978.0,26083.62,0.4065747940565023,26250.0,25750.0,1.5898067595657817,-0.5754869504965732,1.0143198090692085,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-08-25,0.008005272266075628,False,Type 2: Upside Short Squeeze (Call Breached),25922.5,26035.01,0.43402449609410976,26000.0,25750.0,0.7927476130774491,-0.20445558877423275,0.5882920243032164,"现货暴涨 +0.43% 冲破 Call 行权价 $26,000，空头踩踏导致深实值"
2023-09-01,0.0071,False,Type 4: Choppy Loss / Volatility Mismatch,25804.5,25927.28,0.47580848301651546,26000.0,25500.0,1.9124571295704107,-1.3331008157491886,0.5793563138212221,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-09-08,0.0097,False,Type 4: Choppy Loss / Volatility Mismatch,25839.5,25855.12,0.060450086108465584,26000.0,25750.0,0.47795042473731675,-0.2225275256874215,0.25542289904989524,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-09-15,0.00839083278402588,False,Type 2: Upside Short Squeeze (Call Breached),26324.0,26533.41,0.7955098009420958,26500.0,26250.0,1.6638808691688212,0.10826622093906835,1.7721470901078895,"现货暴涨 +0.80% 冲破 Call 行权价 $26,500，空头踩踏导致深实值"
2023-09-22,0.0068000000000000005,False,Type 4: Choppy Loss / Volatility Mismatch,26645.0,26562.78,-0.30857571777069825,26750.0,26500.0,0.3190091949709095,-0.3978232313754937,-0.07881403640458418,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-09-29,0.0037664887027314565,False,Type 2: Upside Short Squeeze (Call Breached),26896.5,27121.6,0.8369118658561492,27000.0,26750.0,1.120963694160959,-0.18403881545926426,0.9369248787016948,"现货暴涨 +0.84% 冲破 Call 行权价 $27,000，空头踩踏导致深实值"
2023-10-06,0.0066,False,Type 4: Choppy Loss / Volatility Mismatch,27964.5,27925.03,-0.14114323517316896,28250.0,27750.0,0.7116165137942665,-0.2896529528509384,0.4219635609433281,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-10-13,0.0076,False,Type 4: Choppy Loss / Volatility Mismatch,26705.5,26876.84,0.6415906835670615,27000.0,26500.0,1.0428563404542013,0.16101552114733408,1.2038718616015354,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-10-20,0.005001095770737671,False,Type 2: Upside Short Squeeze (Call Breached),29565.5,29852.96,0.9722818825996571,29750.0,29250.0,2.469094045424558,-0.20801271752549644,2.2610813278990616,"现货暴涨 +0.97% 冲破 Call 行权价 $29,750，空头踩踏导致深实值"
2023-10-27,0.0114,False,Type 4: Choppy Loss / Volatility Mismatch,34016.5,34099.67,0.2444989931356778,34500.0,33750.0,1.9505240104067068,-1.1905986800523238,0.7599253303543829,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-11-03,0.0119,False,Type 4: Choppy Loss / Volatility Mismatch,34799.0,35146.43,0.9983907583551277,35250.0,34500.0,2.5029454869392675,-0.9712922785137468,1.5316532084255208,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-11-10,0.0154,False,Type 4: Choppy Loss / Volatility Mismatch,37104.5,37157.0,0.14149227182687074,37750.0,36750.0,1.3003813553612131,-0.48511636054926477,0.8152649948119484,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-11-17,0.009658561360750193,False,Type 2: Upside Short Squeeze (Call Breached),36058.0,36631.56,1.5906594930389817,36500.0,35500.0,2.0148094736258226,-0.17610516390260678,1.8387043097232159,"现货暴涨 +1.59% 冲破 Call 行权价 $36,500，空头踩踏导致深实值"
2023-11-24,0.011,False,Type 4: Choppy Loss / Volatility Mismatch,38272.0,37798.11,-1.2382159280936444,38750.0,37750.0,0.5369460702341122,-1.542903428093645,-1.0059573578595327,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-12-01,-0.0010433335207634033,True,Type 2: Upside Short Squeeze (Call Breached),38435.0,39481.41,2.722544555743478,39000.0,38250.0,2.3247040457916146,0.7232990763626823,3.048003122154297,"现货暴涨 +2.72% 冲破 Call 行权价 $39,000，空头踩踏导致深实值"
2023-12-08,0.012400000000000001,False,Type 4: Choppy Loss / Volatility Mismatch,43765.0,43916.3,0.34571004227121893,44250.0,43500.0,1.858791271564042,-0.04569861761681837,1.8130926539472236,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-12-15,0.0129,False,Type 4: Choppy Loss / Volatility Mismatch,41905.0,41884.0,-0.05011335162868891,42250.0,41500.0,1.9150459372389905,-0.26488485860876043,1.65016107863023,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-12-22,0.009600000000000001,False,Type 4: Choppy Loss / Volatility Mismatch,43714.0,43640.99,-0.16701743148648251,44250.0,43250.0,1.1232099556206188,-0.42091778377636446,0.7022921718442543,微幅震荡但由于手续费或接近行权价产生小幅亏损
2023-12-29,0.0199,False,Type 4: Choppy Loss / Volatility Mismatch,42325.5,42513.08,0.4431843687611625,42750.0,42000.0,2.2445098108705097,-1.6987395305430586,0.5457702803274511,微幅震荡但由于手续费或接近行权价产生小幅亏损
2024-01-05,0.0184,False,Type 4: Choppy Loss / Volatility Mismatch,43541.0,44094.19,1.2705036632139954,44250.0,42750.0,2.1519946716887506,-0.6488137617418066,1.503180909946944,微幅震荡但由于手续费或接近行权价产生小幅亏损
2024-01-12,-0.010930357948794836,True,Type 1: Downside Tail Crash (Put Breached),44429.0,42940.22,-3.350919444506961,45000.0,44000.0,2.8191046388620022,-4.369893538004455,-1.5507888991424523,"现货大跌 -3.35% 跌破 Put 行权价 $44,000，币本位负伽马与价值损失"
2024-01-19,0.00788819593266079,False,Type 2: Upside Short Squeeze (Call Breached),40863.0,41623.28,1.8605584514107987,41500.0,40500.0,3.505616327729244,-1.2297188165332984,2.2758975111959456,"现货暴涨 +1.86% 冲破 Call 行权价 $41,500，空头踩踏导致深实值"
2024-01-26,-0.0022656943213714047,True,Type 2: Upside Short Squeeze (Call Breached),41407.0,42420.63,2.447967734924039,42000.0,41000.0,3.030888497114015,0.16180838988577584,3.1926968869997907,"现货暴涨 +2.45% 冲破 Call 行权价 $42,000，空头踩踏导致深实值"
2024-02-02,0.004922281792869767,False,Type 1: Downside Tail Crash (Put Breached),43229.0,42814.71,-0.9583612852483325,43500.0,43000.0,1.098799417057994,-1.117305512503186,-0.018506095445192106,"现货大跌 -0.96% 跌破 Put 行权价 $43,000，币本位负伽马与价值损失"
2024-02-09,-0.00017135451914650386,True,Type 2: Upside Short Squeeze (Call Breached),47171.5,48170.6,2.1180161750209203,47500.0,47000.0,3.454416331895316,-0.5077218235587155,2.9466945083366003,"现货暴涨 +2.12% 冲破 Call 行权价 $47,500，空头踩踏导致深实值"
2024-02-16,0.0121,False,Type 4: Choppy Loss / Volatility Mismatch,51929.0,51698.64,-0.443605692387683,52500.0,51500.0,2.5101581004833506,-2.0171772997746973,0.49298080070865336,微幅震荡但由于手续费或接近行权价产生小幅亏损
2024-02-23,0.008341559239437628,False,Type 2: Upside Short Squeeze (Call Breached),50928.0,51728.04,1.5709236569274365,51500.0,50500.0,2.2944156456173315,-0.6401193842287101,1.6542962613886214,"现货暴涨 +1.57% 冲破 Call 行权价 $51,500，空头踩踏导致深实值"
2024-03-01,0.0103,False,Type 4: Choppy Loss / Volatility Mismatch,61304.0,61649.45,0.5635031971812587,62500.0,60500.0,2.447638000782981,0.2528383139762447,2.700476314759226,微幅震荡但由于手续费或接近行权价产生小幅亏损
2024-03-08,0.010578574953551117,False,Type 2: Upside Short Squeeze (Call Breached),67765.5,69463.42,2.505581748824981,69000.0,66500.0,2.7373811157594963,0.2943975916948949,3.031778707454391,"现货暴涨 +2.51% 冲破 Call 行权价 $69,000，空头踩踏导致深实值"
2024-03-15,-0.004365860808840929,True,Type 1: Downside Tail Crash (Put Breached),68171.0,65390.36,-4.078919188511243,69500.0,67000.0,7.658681844185932,-4.647137345792196,3.0115444983937367,"现货大跌 -4.08% 跌破 Put 行权价 $67,000，币本位负伽马与价值损失"
2024-03-22,0.0179,False,Type 4: Choppy Loss / Volatility Mismatch,63893.5,64269.51,0.5884949173233567,65000.0,63000.0,4.231259830812206,-1.4172020628076432,2.814057768004563,微幅震荡但由于手续费或接近行权价产生小幅亏损
2024-03-29,0.009373655944581456,False,Type 2: Upside Short Squeeze (Call Breached),69229.0,70272.4,1.5071718499472642,70000.0,68500.0,1.711710410377154,-0.013722572910201958,1.6979878374669521,"现货暴涨 +1.51% 冲破 Call 行权价 $70,000，空头踩踏导致深实值"
2024-04-05,0.006717481705596281,False,Type 2: Upside Short Squeeze (Call Breached),68233.5,69418.77,1.7370792938952384,69000.0,67500.0,3.217627704866377,-1.2611107447221714,1.9565169601442056,"现货暴涨 +1.74% 冲破 Call 行权价 $69,000，空头踩踏导致深实值"
2024-04-12,-0.046487356475267305,True,Type 1: Downside Tail Crash (Put Breached),69304.0,64577.72,-6.819635230289734,70000.0,68500.0,9.900582938935699,-10.683366039478237,-0.782783100542539,"现货大跌 -6.82% 跌破 Put 行权价 $68,500，币本位负伽马与价值损失"
2024-04-19,0.0239,False,Type 4: Choppy Loss / Volatility Mismatch,64443.5,65070.76,0.9733487473523317,66000.0,63500.0,2.911853018535615,-1.5339017899400287,1.3779512285955864,微幅震荡但由于手续费或接近行权价产生小幅亏损
2024-04-26,0.0129,False,Type 4: Choppy Loss / Volatility Mismatch,63446.0,63910.25,0.7317246162090507,64000.0,63000.0,2.3618510229171163,-1.410648425432648,0.9512025974844684,微幅震荡但由于手续费或接近行权价产生小幅亏损
2024-05-03,-0.008602221778463587,True,Type 2: Upside Short Squeeze (Call Breached),61742.5,63798.44,3.329861926549782,62500.0,61000.0,4.42239948171842,-0.03320241324856754,4.389197068469852,"现货暴涨 +3.33% 冲破 Call 行权价 $62,500，空头踩踏导致深实值"
2024-05-10,0.0154,False,Type 4: Choppy Loss / Volatility Mismatch,60910.0,60729.55,-0.29625677228697356,61500.0,60000.0,1.384830077163024,-0.8906583483828556,0.49417172878016835,微幅震荡但由于手续费或接近行权价产生小幅亏损
2024-05-17,0.0119,False,Type 4: Choppy Loss / Volatility Mismatch,67257.0,67234.47,-0.03349837191667371,68000.0,66500.0,0.8809491948793435,-0.7545682977236567,0.1263808971556868,微幅震荡但由于手续费或接近行权价产生小幅亏损
2024-05-24,0.003991255737382636,False,Type 2: Upside Short Squeeze (Call Breached),68325.5,69302.07,1.4292906747846779,69000.0,67500.0,1.4818771907999295,0.07610628535466013,1.5579834761545897,"现货暴涨 +1.43% 冲破 Call 行权价 $69,000，空头踩踏导致深实值"
2024-05-31,0.0098,False,Type 4: Choppy Loss / Volatility Mismatch,67166.5,67701.8,0.796974682319318,68000.0,66500.0,1.0243201596033757,-0.011910699530270907,1.0124094600731048,微幅震荡但由于手续费或接近行权价产生小幅亏损
2024-06-07,-0.0069999824772875125,True,Type 1: Downside Tail Crash (Put Breached),71083.0,69338.58,-2.454060745888609,72000.0,70500.0,2.454173290378847,-2.7903999549822034,-0.33622666460335626,"现货大跌 -2.45% 跌破 Put 行权价 $70,500，币本位负伽马与价值损失"
2024-06-14,0.0074,False,Type 4: Choppy Loss / Volatility Mismatch,66357.0,66238.95,-0.17790135177901956,67000.0,65500.0,1.6079690160796911,-1.6953750169537485,-0.08740600087405737,微幅震荡但由于手续费或接近行权价产生小幅亏损
2024-06-21,0.0106,False,Type 4: Choppy Loss / Volatility Mismatch,63687.5,64380.94,1.0888164867517203,64500.0,63000.0,1.38802747791954,-0.14524043179587887,1.2427870461236612,微幅震荡但由于手续费或接近行权价产生小幅亏损
2024-06-28,0.0077,False,Type 4: Choppy Loss / Volatility Mismatch,60988.0,61443.41,0.7467206663606119,61500.0,60500.0,2.3381648848953884,-1.5953958155702774,0.742769069325111,微幅震荡但由于手续费或接近行权价产生小幅亏损
2024-07-05,0.010140295154178077,False,Type 2: Upside Short Squeeze (Call Breached),56695.0,57263.97,1.0035629244201427,57000.0,56000.0,4.05326748390511,-1.1244377811094441,2.9288297027956656,"现货暴涨 +1.00% 冲破 Call 行权价 $57,000，空头踩踏导致深实值"
2024-07-12,-0.01016474759063064,True,Type 2: Upside Short Squeeze (Call Breached),58237.0,60039.57,3.0952315538231634,59000.0,57500.0,4.718649655717167,-1.1315830142349381,3.5870666414822283,"现货暴涨 +3.10% 冲破 Call 行权价 $59,000，空头踩踏导致深实值"
2024-07-19,0.010297151441149493,False,Type 2: Upside Short Squeeze (Call Breached),65873.5,66730.41,1.3008417648978865,66500.0,65500.0,1.7002284682004154,0.8220301031522492,2.5222585713526646,"现货暴涨 +1.30% 冲破 Call 行权价 $66,500，空头踩踏导致深实值"
2024-07-26,0.0254,False,Type 4: Choppy Loss / Volatility Mismatch,67578.0,67449.34,-0.1903874041847997,69500.0,66500.0,2.871496640918636,-0.33516825002219974,2.5363283908964362,微幅震荡但由于手续费或接近行权价产生小幅亏损
2024-08-02,-0.021148021909353436,True,Type 1: Downside Tail Crash (Put Breached),63352.0,60363.26,-4.717672685945196,64500.0,62500.0,4.890137643641879,-4.972218714484155,-0.082081070842277,"现货大跌 -4.72% 跌破 Put 行权价 $62,500，币本位负伽马与价值损失"
2024-08-09,0.012196931605026046,False,Type 2: Upside Short Squeeze (Call Breached),59845.0,61217.51,2.2934413902581774,61000.0,59000.0,1.8564625281978442,0.603224997911278,2.4596875261091222,"现货暴涨 +2.29% 冲破 Call 行权价 $61,000，空头踩踏导致深实值"
2024-08-16,-0.0002955211271386312,True,Type 2: Upside Short Squeeze (Call Breached),58084.0,59598.7,2.6077749466290046,59000.0,57500.0,2.714172577646168,0.8677088354796414,3.581881413125809,"现货暴涨 +2.61% 冲破 Call 行权价 $59,000，空头踩踏导致深实值"
2024-08-23,-0.017555774940290075,True,Type 2: Upside Short Squeeze (Call Breached),61553.0,63904.73,3.820658619401174,62000.0,61000.0,4.424642178285376,0.320049388332011,4.744691566617387,"现货暴涨 +3.82% 冲破 Call 行权价 $62,000，空头踩踏导致深实值"
2024-08-30,0.0144,False,Type 4: Choppy Loss / Volatility Mismatch,58076.0,58292.93,0.37352779117019175,59000.0,57500.0,2.417521867897232,-0.20576485983883064,2.2117570080584015,微幅震荡但由于手续费或接近行权价产生小幅亏损
2024-09-06,0.0159,False,Type 4: Choppy Loss / Volatility Mismatch,54012.0,54465.82,0.8402206916981347,55000.0,53500.0,3.6029030585795874,-2.1717396134192435,1.4311634451603439,微幅震荡但由于手续费或接近行权价产生小幅亏损
